b	家
kfz	游
kdg	洲
kdk	洋
kds	渐
knp	刺
kng	丽
knj	顿
knr	测
kln	滴
kly	滚
kgn	润
khd	联
kht	洗
khl	聊
khk	恶
khr	激
khv	聚
kxm	妻
kxv	漂
kzd	医
kch	源
kcq	匿
ksf	湖
ksz	淘
krb	混
krm	漫
kwl	液
kwh	湾
kwy	济
kyt	致
kyj	欧
kyy	爽
hpd	税
hpn	透
hpl	季
hph	穆
hpj	称
hpx	秒
hps	稍
hpv	科
hmt	鼻
hdp	翻
hdn	烦
hdl	炼
hdj	逃
htf	造
hts	赞
hnd	奥
hnt	特
hjg	餐
hqk	射
hsm	剩
hsf	适
hsl	版
hrg	爆
hyt	船
hyk	烧
hyw	航
jfk	误
jdm	补
jdg	裤
jdk	谱
jlk	词
jgn	祖
jgl	怨
jgk	福
jkd	评
jhq	谢
jjb	馆
jjz	饰
jxk	毁
jcl	诚
jcq	诺
jsk	剑
jsq	诸
jvl	野
qbg	袭
qmh	雅
qsn	锁
xkf	恐
xkd	项
xkg	姨
xkk	巧
xvl	努
xvh	酷
xvr	醒
xvy	酸
zmv	怎
zfd	鼓
zdf	智
zdk	短
zgg	篇
zjl	每
zjs	签
zsp	籍
zvz	篮
cbl	劳
cbv	蒙
clk	薪
clh	苏
clj	顾
clq	盛
ckd	苹
ckl	范
ckk	薄
ckj	励
ckw	落
csb	斯
csh	获
csq	著
crl	厚
cvl	萨
cvk	药
cvz	蓝
sfn	赏
snd	南
slh	协
slv	卖
skb	举
skf	懒
skq	博
shf	独
shl	犯
shc	猫
shs	猪
shv	帮
shw	逛
sql	教
sxl	悟
szv	韩
srm	泰
srk	奏
rlk	暗
rlj	创
rgf	舒
rzm	昨
rzg	暖
rcv	晨
vlk	陪
vkb	综
vkf	阿
vkd	练
vkn	级
vkl	维
vkg	编
vkk	纯
vkj	绝
vkx	红
vkz	缓
vkc	绍
vks	续
vkv	线
vkw	统
vjl	毒
vjx	隐
vjs	险
vqj	静
vxk	劲
vvy	紧
vyb	魂
wbk	豪
wby	毫
wdm	环
wln	熟
whf	蛮
wyn	赢
wys	率
wyr	刻
ydf	腾
ydn	需
yqb	熊
ycr	膜
ysy	胸
bbbi	毖 疪
bbpa	枈 穼 罙
bbmu	窅
bbtu	坒
bbno	窎
bble	穵
bbga	窊
bbg;	罕
bbg/	穹
bbha	密
bbq;	突
bbz.	窴
bbcu	窋
bbsi	毕
bbro	帘
bbvi	痯
bbyo	穾
bppa	痲 冧 痳
bmbi	疵
bmje	疤
bmso	覕
bfpa	宲
bffo	宫
bfyo	痋
bdpa	冞 宩
bdfo	宕
bdx/	痥
bdsi	军
btn/	痹
btc.	痔
btyi	疯
bnbo	瘚
bnna	痈
bnqo	鴓 鵯
bns;	宜 疽 冝
blme	疗
blm.	寍
blda	疦
blt;	瘤
blna	字
blvi	疡
blwo	寉 痽 隺
bgbi	痆
bgfo	瘑
bgga	寙
bgqo	疿
bgs;	彮
bgri	瘄
bgyo	宖
bgyu	瘺
bkma	症
bkme	宁 疔
bkna	宇
bkne	病
bkjo	疠
bkje	兮
bkzo	軍
bkco	家
bhfo	痁
bhna	牢
bhle	宄
bhho	痰
bhqi	宅
bhxe	瘧
bhvo	叜
bjso	瘹
bjr.	瘐
bjyo	鬼
bjyu	癙
bqba	宾
bqq/	宥 痏
bqyo	宏
bxpa	案
bxge	鞌
bxke	疘
bxje	疧
bxxi	翉
bxw.	敓
bzpa	寀
bzda	疾
bzla	痣
bzle	疙
bcm.	盆
bctu	坌
bcn/	弅
bcla	忿
bclu	麄
bcha	岔
bcho	炃
bcj;	宽
bcvi	疳 邠
bcwa	瓫
bcw.	攽
bsno	鸨 鸩
bsq/	宵 痟
bsso	尦
bssi	疱
bsr.	実
bsvo	痩
bsvi	邥
bswa	瓭
bsw,	尩
brm.	瘟
brne	寓
brla	冥
brke	疸
brqo	疥
brxo	宴
brzu	寔
brs;	疹
brr.	疭
bvda	实
bvla	悹
bvje	疞
bvqo	宑
bvq/	寈
bvxo	宗
bvx.	癖
bvzi	逭
bvso	完
bwmu	瞥
bwfo	客
bwtu	疰 宔
bwna	撆
bwn/	弊
bwla	憋
bwgi	宝
bwg/	彆
bwj.	鐅
bwq;	獘
bwxo	嫳
bwro	幣
bwri	暼
bwvi	疼
bwyo	痃
bypa	枀
byd;	爷
byt;	癗
byla	忩
byqi	宒
byso	兊
bywa	瓮
byye	痭
pbba	柼
pbbi	枇
pbm.	榓
pbfo	柗
pbgu	榕
pbxo	桉
pbx.	榟
pbx/	梲
pbzu	椗
pbco	枌
pbso	枕
pbri	栺
pbvi	棺
pbyo	松 枩
pppa	森
ppf;	梵
pptu	埜
ppt;	榃
pplu	麓
ppho	焚
ppxa	梺
ppxo	婪
pps;	彬
ppvi	郴
pmba	梖
pmmu	楣
pmfe	檌
pmf,	楞
pmla	想
pmgi	朴
pmje	杷
pmqo	榪
pmso	梘
pffo	梠
pftu	堏
pfq/	梋
pfco	枴
pfw,	桯
pdbo	栨
pdfo	柘
pddo	栵
pdna	柈
pdki	栟
pdje	杝
pdx/	棁
pds;	栏
pdri	栢
pttu	桂
ptla	楒
ptyo	㭕
ptyi	枫
pnpa	桗
pnda	柍
pntu	柟
pngi	极
pnha	槝
pnqo	樢
pnco	柵
pns;	柤 査
pnvi	枏
pnwo	枬
pnyi	㭎
plbi	杹
pltu	杻
plt;	榴
plna	李 杍
plke	柆
plhe	朸
plq;	栿
plxo	栎
plc.	柎
plri	榰
plvi	杨
plwo	椎
plyi	校
pgbi	柅
pgfo	楇
pgtu	桩
pgla	怷 怸
pggo	枦
pgg.	桹
pgqo	柫
pgq/	榾
pgxa	析
pgzi	述
pgri	棤
pkma	柾
pkme	朾
pkna	杅
pkne	柄
pkh;	栮
pkjo	杤
pkje	朽
pkso	杌
pkro	杮
phpa	柇
phm.	桖
phfo	枮
phfu	柣
phto	椃
phn/	枡
phle	朹
phgo	栌
phgi	杁
phho	棪
phji	桤
phqi	杔
phzo	棹
phsi	杄
phri	柏
phvo	栍
phvi	桘
pjpa	梌
pjd;	楖
pjla	梞
pjg.	檭
pjso	棿
pjr.	楰
pjvi	梩
pqba	梹
pqq/	栯
pqro	柨
pxke	杠 杢
pxho	棂 樮
pxhe	杪
pxxo	楆
pxxi	栩
pxzo	橝
pxc.	桪
pxvi	梄
pzpa	棌
pzfo	桔
pzla	梽
pzle	杚
pzja	槄
pzxo	桵
pzsi	杵
pcfo	柖
pcd;	栉
pcvi	柑
psfo	枯
psd;	枃
pst;	椔
psn/	枿
psqi	桟
psq/	梢
psxa	桛
psxo	桜
psxe	档
pssi	皰 枹
psri	栒
psvo	枝
psyo	构
prpa	棵
prm.	榅
prla	梕
prle	枔
prg;	桿
prke	查 柦
prqi	栧
prri	椙
prr.	枞
pvtu	柽
pvgi	杈
pvje	杇
pvqi	栈
pvq/	棈
pvxo	标 柰
pvx.	檘
pvc.	树
pvso	杬
pvsi	枓
pvvi	椚
pvyo	枟
pwfo	格
pwto	杭
pwtu	柱
pwn/	梇
pwje	杧
pwro	柿
pwvi	柊
pyfo	枱
pyt;	檑
pyqo	桥
pyqi	枆
pyxe	樰
pyye	棚
mbpa	柴
mbpi	貱
mbmu	眥
mbfo	呰
mbf;	販
mbdo	則
mbjo	觜
mbj.	鈭
mbxo	姕
mbx/	貺
mbco	盼
mbci	財
mbso	眈
mbra	胔
mbvi	些 郥
mbwo	訾
mbw.	敗
mppa	罧
mmba	買
mmbo	冖 宀
mmbi	眦
mmb/	疒
mmpa	朩
mmpu	攴
mmma	歮 骉
mmme	丨 亅
mmmu	睸 瞐 罒
mmdo	刂 丷
mmdi	丆
mmd;	卩 冫
mmna	扌 龵
mmno	鹛
mmne	冂 凵 禸
mmni	屰
mmn/	丌 廾
mmla	愳
mmle	乛
mmli	亻
mmgi	丶 乀 乁
mmgu	冎
mmg/	龷
mmka	氵
mmho	煛
mmhe	丿
mmhu	虍
mmja	讠
mmje	乚
mmj.	亼 釒
mmqo	罵 灬
mmqi	钅
mmq;	瞁
mmxa	丅
mmxe	彐
mmxi	覀
mmzo	爫
mmzi	辶
mmzu	龰
mmz,	镸
mmco	艹 乑 卄 卝
mmso	勹 睍
mmsu	忄 丩
mms;	彡 巛
mms,	丄 龸
mmr.	亽
mmvo	龶
mmvi	阝 巜 郿
mmv,	卬
mmwo	亠 吂 訁
mmw.	攵 夂 夊
mmyo	厶
mmyi	乂
mfbi	唜
mfq/	睊 罥
mfw,	睈
mfyi	驶
mdpa	眯
mdna	眫
mdki	骈
mdje	驰
mttu	眭 罣
mtn/	睤
mtla	罳
mtqo	黑
mtc.	歭
mtyo	罢
mnfo	𬳶
mnda	眏
mnqo	瞗
mns;	驵 罝
mlda	𫘝
mlt;	骝 罶
mlhe	勉
mlc.	驸
mlwo	睢 骓
mgbi	眤
mgma	羁
mgm.	盀
mggo	驴
mgxa	盺
mkma	罡 眐
mkme	盯
mkna	盱
mkne	眪
mkh;	眲
mhfu	眣
mhho	睒
mhzo	罩
mhye	歬
mjpa	𬳿
mjdo	罚
mjgi	罗
mjha	岊
mjxo	県
mjxe	驺
mjso	睨
mqbi	駜
mqpi	駊
mqfe	騑
mqda	馱
mqta	駝
mqt/	駧
mqno	䴗
mqn/	馵
mqlu	騼
mqg;	馯
mqju	駒
mqqa	駈
mqq;	駩
mqx.	騂
mqzi	遤
mqzu	駯
mqc;	馴
mqso	馰
mqri	馹
mqvo	馭
mqvi	郹
mqw.	駇
mqya	駎
mxhe	眇 歩
mxje	眂
mxzo	瞫
mzpa	睬
mzle	盵
mcbi	龀
mcfo	眧
mct;	瞄
mcg.	龈
msme	盽
msm.	泴
msfo	罟 呇
msd;	盷
mstu	坔
mst;	畓
msne	凼
msq/	睄
msri	沓 眴
msr.	氼
msvo	歧
mrpa	骒
mrg;	睅
mrzu	睼 𫘨
mrso	児
mrs;	眕
mvbi	北
mvna	驿
mvq/	睛
mvxo	眎
mvso	盶
mvyo	眃
mwfo	骆
mwdo	罰
mwtu	驻 罜
mwje	盳
mwc;	瞓
mwc.	罸
mwyo	眩 𫠊
mwyi	盿 𫘜
myfo	眙 骀
myqo	骄
myqi	眊
myyi	驳
fbbi	吡
fbho	焁
fbxo	咹
fbzu	啶
fbco	吩
fbyi	㕮
fppa	啉
fmba	員 趴 唄
fmbi	呲
fmpi	跛
fmma	趾
fmm.	盅
fmfu	趺
fmf,	趽
fmta	跎
fmla	忠
fmlu	蹗
fmgi	卟
fmg.	跟
fmki	趼
fmje	吧 邑
fmju	跔
fmqo	嗎
fmq;	跧
fmq/	啃
fmxi	跴
fmzi	迚
fmzu	跦
fmz.	蹎
fmci	跅
fmcu	啮
fmso	規 趵 哯
fmwe	跊
fmyo	跃
fmye	跀
ffma	骂
ffme	串
fffo	品
ffto	咒
fftu	堃
ffqo	丳
ffq;	哭
ffzu	哫
ffri	替
ffvi	郘
ffyo	虽 蜚
fdpa	咪
fdme	吖
fddo	咧
fdgi	呔
fdje	吔
fdx/	哾
fdzi	哒
fdsi	辈
fdri	咟
ftpa	哚
fttu	哇
ftho	哧
ftq/	喟
ftzu	唗
ftyo	呿
fnpa	嘄
fnda	咉
fndo	剐
fntu	呥
fngi	吸
fnqo	鳴 鳺 鴋
fns;	咀
fnr.	员 呗
fnye	嗍
flbi	吪
flpa	咻
flda	吷
fldo	哵
fltu	吜
flna	吇
flke	叼
flhe	叻
flc.	咐
flri	嗜
flwo	唯
flyi	咬
fgbi	呢
fgme	吲
fgfo	喎
fggi	呎
fgg.	哴
fgqo	咈
fgq/	嗗
fgxa	听
fgcu	啒
fgri	唶
fkpi	啵
fkme	叮
fkda	吴
fkna	吁
fkh;	咠 咡
fkje	号
fkzo	輩 唓
fhpa	咊
fhmu	咱
fhfo	呂 呫
fhfu	呹
fhto	唬
fhna	吽
fhn/	呏
fhgi	叺
fhho	啖
fhqi	吒
fhzo	啅
fhsi	吀
fjpa	唋 椝
fjfo	哈
fjda	吳
fjdo	別
fjd;	唧
fjli	鬶
fjja	啗
fjqo	喣
fjso	唲
fjvi	哩
fqdo	剈
fqno	鹃
fqho	咴
fqq/	哊
fqro	咘
fqwa	瓹
fqyo	吰
fxke	叿
fxhe	吵 吚
fxxo	喓
fxxi	翡
fxzo	嘾
fxvo	呶
fxvi	唒
fzpa	啋
fzpi	旇
fzfo	咭
fzto	斻
fzle	吃
fzxo	哸
fzc.	哷
fzsi	吘
fzro	斾
fzwa	旊
fct;	喵
fcle	呓
fcg;	哶
fcvi	咁
fcyi	哎
fsfo	咕
fsd;	呁
fshe	啚
fsq/	哨
fssi	咆
fsri	咰
fsvo	吱
fsvi	吻
frm.	嗢
frne	喁
frle	吟
frg;	哻
frg.	喰 餥
frke	呾
frje	黾
frqo	吤 斺
frxi	嗮
frri	唱
frvi	於
fvq/	啨
fvxo	呩
fvx.	噼
fvsi	呌
fvw.	嗷
fvyo	呍
fwfo	咯
fwto	吭
fwn/	哢
fwqo	嗚
fwzi	逞
fwvi	咚 郢
fwyo	呟
fwyi	斐 呅
fybe	蜱
fypa	蚞
fypi	蚾
fyma	蚂
fym.	蛊
fyfo	咍
fyfu	蚨
fyf,	蚄
fyd/	𬟽
fyta	蛇
fyto	虮
fyne	蚋
fylo	蛯
fyli	螎
fylu	螰
fyga	蛌
fyg;	虷
fyg.	蛝
fyki	蚈
fyhe	蛔
fyje	虬
fyju	蚼
fyj;	蚬
fyqa	蚯
fyqi	靟
fyqu	蛐
fyxa	虾
fyxo	旀
fyx,	蟓
fyzu	蛛
fyco	虭
fyci	蚸
fyso	吮 虳
fysu	虯
fyri	蚎
fyw,	蚟
fyya	蚰
fyye	蚏
dbpa	栥
dbm.	盗
dbfo	咨
dbtu	垐
dbla	恣
dble	乲
dbxo	姿
dbwa	瓷
dbw.	徶
dbyo	彸
dpbe	粺
dpmo	粖
dpf;	粄
dpda	类
dpto	籶
dpt;	畨
dpt/	粡
dplo	粩
dplu	麊
dpg/	粪 粠
dpha	籼
dpqu	粬
dpxo	娄 籹
dpxi	粞
dpzi	迷
dpz,	粀
dpc.	籿
dpsi	籵
dpr.	籾
dpw.	敉
dpya	粙
dmba	頁
dmgi	不
dmje	夿
dmqo	馮
dmq;	状
dmxo	妆
dmzo	壮
dmzu	徙
dmsi	冰
dmri	曾
dmw.	夏
dfbo	砍
dfbe	碑
dfb.	砵
dfpa	桊
dfpi	破
dfma	码 砋
dfmo	砞
dfme	冲
dfmu	眷
dffu	砆
dff;	矾
dfdo	矵
dfta	砣
dfto	矶
dft;	鿬
dft/	硐
dfna	拳
dfla	总
dflo	硓
dfle	乭
dfgu	硲
dfg;	矸
dfg,	矿
dfg.	硍
dfg/	弮 硔
dfki	研
dfhe	硘
dfjo	确 觠
dfji	巻
dfj;	砚
dfj.	碒
dfqo	奍
dfq;	硂
dfxi	硒
dfzu	硃
dfz.	磌
dfco	券
dfcu	础
dfsu	砓
dfs.	砷
dfro	帣
dfwa	砙
dfwo	誊
dfw,	徎
ddmu	首 眘
dddo	冽
ddna	冸
ddno	䴕
ddho	烮
ddje	彵
ddj.	銐
ddqo	烈
ddxo	姴
ddzi	迾
ddri	昚
dttu	奎 徍
dtg/	兾
dtzu	徒
dtc.	待
dtri	曽
dnf;	叛
dnda	殃
dndo	判
dngi	彶
dnqo	殦
dns;	殂 徂
dnr.	页
dnvi	而
dlda	决
dlgi	为
dlhe	夯
dlwo	准 奞
dgme	弚
dgm.	盇
dgla	态
dggi	鿈
dgqo	彿
dgxa	歽
dgzi	迏
dgri	徣
dkma	征
dkda	关
dkna	羊
dkh;	耷
dkzi	迸
dkro	师
dkr.	剏
dkvi	郱
dkwa	瓶
dhm.	殈
dhsi	歼
dhvo	徃 殅
djpa	徐 凃
djfo	冾
djzi	迆
dqco	彻
dxpa	凓
dxtu	凐
dxna	律 冿 肂
dxke	冮
dxvi	酋
dxw.	敚
dsbo	软
dsda	轪
dstu	垼
dsn/	奔
dslu	辘
dsl.	轮
dsg;	轩
dsje	轧
dsj/	辌
dsq;	辁
dsx/	殑
dszi	连 轵
dsso	羌
dsri	殉 徇
dsr.	轫
dsvo	歿
dsvi	歾
dsya	轴
drm.	殟
drg.	飡 飱
drje	奄
drzu	徥
drsi	单
drs;	殄
drye	奛
dvme	行
dvje	夸
dvqi	残
dvq/	凊
dvxo	奈
dvyo	夽
dwm.	盖
dwda	美
dwtu	往
dwla	恙
dwgi	鿑
dwho	羙
dwja	羑
dwqo	羔
dwxo	姜
dyfo	殆 冶
dyw.	後
dyye	奟
tbba	坹
tbbi	毗 毘
tbto	坈
tbtu	坴
tbgu	塎
tbxo	垵
tbzu	埞
tbco	坋
tbc.	垨
tbw.	夌 畟
tpdo	剁
tpqi	栽
tmba	垻
tmmu	堳
tmf,	塄
tmgi	圤
tmso	垷
tfne	埚
tfqi	哉
tfq/	埍
tfw,	埕
tdfo	坧
tdna	畔 坢
tdg;	幸
tdki	垪
tdje	地
tdzi	垯
tdri	凮
ttpa	垛
ttdo	刲
tttu	畦 垚
ttt;	畾
ttla	恚
ttc.	封 畤
ttvi	邽
tnpa	垜
tnfo	坰
tnda	坱
tntu	畘
tngi	圾
tnqo	鳯 鴫 鵵
tns;	坥
tnr.	坝
tnwo	坍
tlda	块
tlt;	塯
tlke	垃
tlhe	男
tlq;	垘
tlc.	坿
tlvi	场
tlwo	堆
tgbi	坭
tgfo	堝
tgg.	埌
tgqo	坲
tgxa	圻
tgcu	堀
tgsi	塂
tkme	町 圢 甼
tkna	圩
tkri	凬
thbo	赥
thmu	垍
thfo	坫
thgo	垆
thgi	圦
thho	埮
thji	垲
thqi	圫 烖
thsi	圲
thvi	郝 垖
thw.	赦
tjpa	畭
tjfo	垥
tjja	埳
tjso	堄
tjvi	埋
tqm.	盢
txpa	塛
txtu	堙
txna	垏
txje	坁
txxo	㙘
txzo	墰
tzbo	赼
tzpa	埰
tzda	垁
tzle	圪
tzg;	赶
tzha	赸
tzja	塪
tzji	起
tzj.	趛
tzzu	趎
tzcu	趉
tzc.	埒 埓
tzsu	赳
tzr.	龪
tzyi	赵
tcvi	坩 邿
tsd;	均 畇
tstu	塁
tsxa	垰
tsxe	垱
tssi	垉
tsvi	圽
trpa	堁
trm.	塭
trne	堣
trle	坅
trg;	垾
trke	坦
trqo	界 圿 畍
trqi	胾
trzu	堤
trc.	埘
trs;	畛
tvje	圬
tvqo	畊
tvq/	埥
tvx.	壀
tvso	坃
tvyo	坛 凨
twfo	略 垎 畧
twto	坑
twje	甿
twqo	塢
twyi	坟
tym.	盍
tyfo	坮
tydo	刦
tyd;	却
tyn/	弆
tygi	戙
tyxo	累
tyzi	迲
tyco	刧
tyr.	刼
tyye	堋
nbbi	批
nbfo	冏
nbto	抭
nbgu	搈
nbxo	按
nbx/	挩
nbzu	掟
nbco	扮
nbso	抌
nbri	指
nbvi	捾
nbw.	撇
npdo	刴
npke	困
npvi	鄡
nmgi	扑
nmje	把
nmq/	掯
nmso	挸
nmvi	搀
nffo	捛
nfj.	鋬
nfq/	捐
nfzi	迥
nfzu	捉
nfw,	挰
ndm.	盎
ndfo	拓
nddo	挒
ndna	拌
ndno	鸯
ndke	因
ndki	拼
ndje	扡
ndx/	捝
ndzi	挞
nds;	拦
ndvo	报
ntpa	挆
ntfo	周
nttu	挂
ntla	揌
ntho	捇
ntc.	持
ntyo	抾
nnpa	挅
nnda	抰
nntu	抩
nnna	拥 掱
nngi	扱
nnke	册
nnha	搗 捣
nnqo	鵇
nns;	抯
nnye	搠
nlda	抉
nldo	捌
nltu	扭
nlna	孕
nlke	拉 囵
nlhe	劧 扐
nlc.	拊
nlsi	扟
nlri	搘
nlvi	扬
nlwo	推
nlyi	挍
ngba	典
ngbi	抳
ngne	扪
nggo	护
nggi	択
ngke	囙
ngqo	拂
ngq/	搰
ngxa	折 抃
ngx.	搱
ngcu	掘
ngri	措
ngyo	拡
nkme	打
nkna	扜
nkne	抦
nkh;	挕
nkzo	捙
nkso	扤
nhfo	拈
nhfu	抶
nhn/	抍
nhla	摅
nhle	扏
nhgi	內 扖
nhho	掞
nhqi	托
nhzo	掉
nhsi	扦
nhri	拍
njbo	撳
njpa	捈
njfo	拾
njd;	揤
njja	掐
njso	掜
njvi	捚
nqba	捠
nqbo	揿
nqta	鴕
nqto	鳧
nqle	鳦
nqha	捳
nqho	拻
nqro	抪
nqvo	抜
nqvi	鄥
nxpa	搮
nxke	扛 囡
nxhe	抄
nxje	扺
nxxi	挧
nxzo	撢
nxc.	挦
nzpa	採
nzfo	拮
nzle	扢
nzja	搯
nzxo	挼
nzc.	捋
ncfo	招
ncdo	刪
nct;	描
ncke	团 団
nczi	挝
ncvi	拑
nsba	具
nsme	拜 拝
nsfo	呄
nsdo	刞
nsd;	抣
nsgi	求
nske	四 甴
nsj;	搅
nsq/	捎
nsxa	挊
nsxo	妛
nsxe	挡
nssi	抱
nsri	旹
nsvo	技 捜
nswo	揈
nsyo	县 抅
nrpa	捰
nrm.	揾
nrf;	贩
nrdo	则
nrtu	捏
nrle	扲
nrg;	捍
nrke	担 囚
nrj/	撔
nrqo	扴
nrqi	拽
nrx/	贶
nrzu	提
nrz,	账
nrci	财
nrs;	抮
nrvi	扵
nrw.	败
nvmu	冒
nvm;	冕
nvm.	盈
nvna	择
nvgi	扠
nvje	扝
nvq/	冐 掅
nvx.	擗
nvso	抏
nvsi	抖
nvs;	囬
nvvo	㧐
nvvi	捫
nvyo	抎
nwfo	挌
nwdo	刐
nwto	抗 拠
nwtu	垫 拄
nwna	挚
nwno	鸷
nwn/	挵
nwke	囯 圁
nwqo	热 摀
nws;	彤
nwyi	抆
nypa	槊
nyfo	抬
nydo	刚
nytu	塑
nyt;	擂
nyn/	拚
nyla	愬
nyle	抝
nygi	找
nyke	囜 龱
nyje	扥
nyqo	挢
nyzi	遡
nyso	抁
nys.	挿
nyye	掤
nyyi	网
lbbi	仳
lbpa	俕
lbf,	旁
lbto	伔
lbgu	傛
lbke	伫
lbq/	佾
lbxo	侒
lbco	份
lbsi	华
lbro	帝
lbvi	倌
lbyo	伀
lpno	鸺
lpla	恷
lpqo	烋
lmba	貿
lmbi	佌
lmfo	叾
lmto	條
lmne	𠙶
lmgi	仆 孓
lmke	孒
lmqo	傌
lmzi	辽
lmso	俔
lmsi	氶 氹
lmw.	攸
lfpa	保
lfme	仲
lffo	侣
lfh,	侃
lfzu	促
lfw,	侱
lfw.	倣
lfyo	融
ldbo	佽
ldpa	麋 侎
ldfo	佦
lddo	例 刔
ldna	伴
ldgi	书
ldki	併
ldje	他
ldx/	侻
ldsi	伡
ldri	佰
lttu	佳
ltno	鹠
ltla	偲
ltzi	遛
ltc.	侍
ltyo	佉 厾
lnm.	孟
lnda	佒
lnna	佣
lnla	孞
lnga	孤
lngi	伋
lnje	孔
lnqo	鷊
lnxo	孙
lns;	伹 麆
lnr.	贸
lnvi	那
lnw.	孜
llt;	鬸
llna	仔
llla	惢
lllu	麤
llke	位
llhe	仂
llqo	儦
llwo	倠
llyi	佼
lgbi	伲
lgme	伄
lgne	们
lggi	伬
lgg.	俍
lgqo	佛
lgq/	傦
lgxa	伒
lgci	矛
lgcu	倔
lgri	借
lgyi	仪
lkpa	亲
lkma	佂
lkme	仃
lkfo	司 咅
lkdo	侀
lkto	竌
lkn/	竎
lkh;	佴
lkju	竘
lkxo	妾
lkx/	竞
lkzo	章 俥
lkco	豙
lksi	竍
lksu	竐
lkro	伂
lkri	音
lhpa	麇
lhm.	侐
lhfo	加 佔
lhfu	佚
lhd;	卯
lhto	俿
lhna	件
lhle	仇
lhho	倓
lhje	劜
lhqi	仛
lhzo	任 倬
lhzi	边
lhsi	仟
lhri	伯
lhvi	办
lhye	侜
ljpa	俆
ljfo	佮
ljdo	劉
ljxo	你
ljxe	㑇
ljso	倪 麑
ljvi	俚
lqfo	佑
lqq/	侑
lqro	佈
lqvo	伖
lxpa	傈 麜
lxfo	侞
lxna	侓
lxke	仜
lxhe	伊 仯
lxxo	偠
lxxi	翮
lxvo	伮
lzpa	倸
lzfo	佶
lzla	俧
lzle	仡
lzq/	胥
lzxo	俀
lzsi	仵
lcfo	佋
lcla	怤
lcgi	仭
lcxo	姇
lcs;	彦
lcvi	佄
lsme	仹
lsfo	估
lsd;	伨
lsq/	俏
lszi	迅
lssi	佨 麅
lsri	侚
lsvo	伎 叏
lsvi	伆
lsw.	敒
lrpa	倮
lrne	偶
lrle	仱
lrke	但
lrha	佡
lrqo	价
lrxo	伱
lrzu	偍
lrri	倡
lvda	买
lvd;	伟
lvq/	倩
lvxo	佞
lvx.	僻
lvvi	們
lvw.	傲
lvyo	伝
lwpa	集
lwfo	售 佫
lwto	伉
lwtu	住 麈
lwt;	俻
lwni	隽
lwho	㑊
lwqo	焦
lwzi	進
lwc.	傠
lwsi	隼
lws;	俢
lwvo	隻
lwvi	佟
lwyo	伭
lwyi	伩
lyfo	佁
lyno	䴔
lygi	伐
lyqo	侨
lyqi	耄
lyso	兖
lyvi	郊
lyw.	效
lyye	倗
gbba	屄
gbbi	屁 庇
gbla	慾
gbxo	鞍
gbzi	迡
gppa	麻
gpmu	廂
gmba	屓
gmbi	庛
gmm.	盄
gmgi	爪
gmje	靶 弝
gmsi	尿 氷
gms;	恭
gfbo	歄
gfdo	剮
gfq/	弲 鞙
gfzi	過
gfro	屌
gfw,	鞓
gfyo	蛬
gdbi	屍
gdpa	屎
gdna	靽
gdki	屏 庰
gdje	弛
gdzi	鞑
gdsi	库
gttu	鞋
gtne	屆
gtgi	庒
gtg/	廙
gtc.	庤
gnpa	闲
gnma	闯
gnfo	问
gnda	鞅
gnla	闷
gngi	靸
gng;	闬
gnke	闩
gnja	闸
gnqo	鳱 鳲 鵒
gnz.	阗
gnci	闭
gns;	闫 靻
gnri	间
gnr.	闪 屃
gnwo	訚
gnw,	闰
glbi	靴
glpa	庥
glfo	局
gltu	靵
glt;	廇
glna	谻
glgi	之
glhe	勒
glc.	府 弣
glsi	永
ggpa	栞
ggme	靷
ggfo	启
ggfe	扉
ggf,	房
ggda	戻
ggle	戹
gglu	麉
gggo	庐
ggq;	戾
ggq/	肩
ggxa	靳 庍
ggx,	扄
ggzi	迟 咫
ggsi	戺
ggsu	殿
ggro	帍
ggri	庴
ggvi	尽 郉 郞
ggyo	鞃
gkme	庁 靪
gkfo	后
gkna	弙
gkne	鞆
gkh;	弭
gkzo	庫 輂
gkso	靰
ghpa	鞂
ghfo	店
ghfu	瓞
ghto	虒
ghle	尻
gjbo	廞 欴
gjpa	庩
gjfo	鞈
gjdo	剆
gjxo	弥
gjsu	廄
gjr.	庾
gjvi	郎
gjye	朗
gqbo	𫷷
gqbe	髀
gqb.	骵
gqpi	骳
gqf;	骪
gqdo	刜
gqno	鹘
gqg;	骭
gqsu	骰
gqw;	骫
gqw.	散
gqyo	谹
gxbo	欣
gxzi	近 遟
gxr.	庚
gxvi	庮 邤
gzfo	鞊
gzda	矤
gzja	鞱
gzxo	鞖
gcfo	弨 鞀
gct;	庿
gcgi	靱
gsmu	盾
gsfo	居
gske	应
gsq/	屑 鞘 弰
gsxa	鞐
gsso	兏
gssi	庖 瓟 鞄
gsvo	庋
gswo	鞫
grpi	皵
grm.	鞰
grdo	刷 剒
grno	鹊
grne	庽
grle	庈 靲
grke	靼
grqo	庎
grzi	逪
grzu	鞮
gvgi	靫
gvx.	廦
gvro	乕
gvw.	廒
gvyo	层
gwvi	庝
gwyo	弦
gyba	黄
gyqo	鞒
gyqi	尾
gyye	弸
kbba	泬
kbbi	沘 淧
kbpa	浨
kbm.	盜
kbto	沉
kbgu	溶
kbq;	涋
kbq/	洕
kbxo	洝
kbx.	滓
kbx/	涗
kbzu	淀
kbco	汾
kbso	沈
kbs.	渖
kbvi	涫
kbw.	潎
